SampleID,GroupLevel2,GroupLevel2_mapped,train,ProjectID
PA221P0138-J1CHH22KXF2-KBA5Y00D,Lung,LungImg,valid,KBA5
PA221P0144-J1CHH22KXF2-KBA5Y00D,Lung,LungImg,valid,KBA5
PA221P0146-J1CHH22KXF2-KBA5Y00D,Lung,LungImg,valid,KBA5
PA221P0148-J1CHH22KXF2-KBA5Y00D,Lung,LungImg,valid,KBA5
PA221P0150-J1CHH22KXF2-KBA5Y00D,Lung,LungImg,valid,KBA5
PA221P0152-J1CHH22KXF2-KBA5Y00D,Lung,LungImg,valid,KBA5
PA221P0156-J1CHH22KXF2-KBA5Y00D,Lung,LungImg,valid,KBA5
PA221P0158-J1CHH22KXF2-KBA5Y00D,Lung,LungImg,valid,KBA5
PA221P0160-J1CHH22KXF2-KBA5Y00D,Lung,LungImg,train,KBA5
PA221P0162-J1CHH22KXF2-KBA5Y00D,Lung,LungImg,valid,KBA5
PA221P0164-J1CHH22KXF2-KBA5Y00D,Lung,LungImg,train,KBA5
PA221P0168-J1CHH22KXF2-KBA5Y00D,Lung,LungImg,valid,KBA5
PA221P0170-J1CHH22KXF2-KBA5Y00D,Lung,LungImg,valid,KBA5
PA221P0172-J1CHH22KXF2-KBA5Y00D,Lung,LungImg,valid,KBA5
PA221P0174-J1CHH22KXF2-KBA5Y00D,Lung,LungImg,valid,KBA5
PA221P0176-J1CHH22KXF2-KBA5Y00D,Lung,LungImg,valid,KBA5
PA221P0182-J1CHH22KXF2-KBA5Y00D,Lung,LungImg,valid,KBA5
PA221P0188-J1CHH22KXF2-KBA5Y00D,Lung,LungImg,valid,KBA5
PA221P0190-J1CHH22KXF2-KBA5Y00D,Lung,LungImg,valid,KBA5
PA221P0192-J1CHH22KXF2-KBA5Y00D,Lung,LungImg,valid,KBA5
PA221P0198-J1CHH22KXF2-KBA5Y00D,Lung,LungImg,valid,KBA5
PA221P0200-J1CHH22KXF2-KBA5Y00D,Lung,LungImg,valid,KBA5
PA221P0202-J1CHH22KXF2-KBA5Y00D,Lung,LungImg,valid,KBA5
PA221P0204-J1CHH22GXF2-KBA5Y00D,Lung,LungImg,train,KBA5
PA221P0206-J1CHH22KXF2-KBA5Y00D,Lung,LungImg,valid,KBA5
PA221P0208-J1CHH22KXF2-KBA5Y00D,Lung,LungImg,valid,KBA5
PA221P0211-J1CHH22KXF2-KBA5Y00D,Lung,LungImg,valid,KBA5
PA221P0256-J1CHH22KXF2-KBA5Y00D,Lung,LungImg,valid,KBA5
PA221P0260-J1CHH22NXF2-KBA5Y00D,Lung,LungImg,train,KBA5
PA221P0266-J1CHH22KXF2-KBA5Y00D,Lung,LungImg,valid,KBA5
PA221P0280-J1CHH22NXF2-KBA5Y00D,Lung,LungImg,valid,KBA5
PA221P0282-J1CHH22NXF2-KBA5Y00D,Lung,LungImg,valid,KBA5
PA221P0284-J1CHH22NXF2-KBA5Y00D,Lung,LungImg,valid,KBA5
PA221P0290-J1CHH22NXF2-KBA5Y00D,Lung,LungImg,valid,KBA5
PA221P0292-J1CHH22NXF2-KBA5Y00D,Lung,LungImg,valid,KBA5
PA221P0298-J1CHH22NXF2-KBA5Y00D,Lung,LungImg,valid,KBA5
PA221P0304-J1CHH22NXF2-KBA5Y00D,Lung,LungImg,valid,KBA5
PA221P0306-J1CHH22NXF2-KBA5Y00D,Lung,LungImg,valid,KBA5
PA221P0308-J1CHH22NXF2-KBA5Y00D,Lung,LungImg,valid,KBA5
PA221P0316-J1CHH22NXF2-KBA5Y00D,Lung,LungImg,valid,KBA5
PA221P0320-J1CHH22NXF2-KBA5Y00D,Lung,LungImg,valid,KBA5
PA221P0322-J1CHH22NXF2-KBA5Y00D,Lung,LungImg,valid,KBA5
PA221P0326-J1CHH22NXF2-KBA5Y00D,Lung,LungImg,train,KBA5
PA221P0328-J1CHH22NXF2-KBA5Y00D,Lung,LungImg,valid,KBA5
PA221P0330-J1CHH22NXF2-KBA5Y00D,Lung,LungImg,valid,KBA5
PA221P0332-J1CHH22NXF2-KBA5Y00D,Lung,LungImg,valid,KBA5
PA221P0334-J1CHH22NXFX-KBA5Y00D,Lung,LungImg,valid,KBA5
PA221P0340-J1CHH22NXF2-KBA5Y00D,Lung,LungImg,valid,KBA5
PA221P0342-J1CHH22NXF2-KBA5Y00D,Lung,LungImg,valid,KBA5
PA221P0348-J1CHH22NXF2-KBA5Y00D,Lung,LungImg,valid,KBA5
PA221P0350-J1CHH22NXF2-KBA5Y00D,Lung,LungImg,valid,KBA5
PA221P0354-J1CHH22NXF2-KBA5Y00D,Lung,LungImg,valid,KBA5
PA221Q0198-J1CHH22KXF2-KBA6Y00D,Lung,LungImg,valid,KBA6
PA221Q0202-J1CHH22GXF2-KBA6Y00D,Lung,LungImg,train,KBA6
PA221Q0204-J1CHH22KXF2-KBA6Y00D,Lung,LungImg,valid,KBA6
PA221Q0226-J1CHH22NXF2-KBA6Y00D,Lung,LungImg,valid,KBA6
PA221Q0240-J1CHH22KXF2-KBA6Y00D,Lung,LungImg,valid,KBA6
PA221Q0292-J1CHH22NXF2-KB8YY00D,Lung,LungImg,valid,KB8Y
PA221Q0294-J1CHH22NXF2-KB8YY00D,Lung,LungImg,valid,KB8Y
PA221Q0296-J1CHH22NXF2-KB8YY00D,Lung,LungImg,valid,KB8Y
PA221Q0298-J1CHH22NXF2-KB8YY00D,Lung,LungImg,valid,KB8Y
PA221Q0300-J1CHH22NXF2-KB8YY00D,Lung,LungImg,valid,KB8Y
PA221Q0302-J1CHH22NXF2-KB8YY00D,Lung,LungImg,valid,KB8Y
PA221Q0304-J1CHH22NXF2-KB8YY00D,Sarcoma,SoftTissue,valid,KB8Y
PA221Q0306-J1CHH22NXF2-KB8YY00D,Lung,LungImg,valid,KB8Y
PA221Q0308-J1CHH22NXF2-KB8YY00D,Lung,LungImg,valid,KB8Y
PA221Q0310-J1CHH22NXF2-KB8YY00D,Lung,LungImg,train,KB8Y
PA221Q0314-J1CHH22NXF2-KB8YY00D,Lung,LungImg,valid,KB8Y
PA221Q0316-J1CHH22NXF2-KB8YY00D,Lung,LungImg,valid,KB8Y
PA221Q0318-J1CHH22NXF2-KB8YY00D,Lung,LungImg,valid,KB8Y
PA221Q0320-J1CHH22GXF2-KB8YY00D,Lung,LungImg,valid,KB8Y
PA221Q0322-J1CHH22NXF2-KB8YY00D,Lung,LungImg,valid,KB8Y
PA221Q0324-J1CHH22NXF2-KB8YY00D,Lung,LungImg,valid,KB8Y
PA221Q0326-J1CHH22NXF2-KB8YY00D,Lung,LungImg,valid,KB8Y
PA221Q0328-J1CHH22NXF2-KB8YY00D,Lung,LungImg,valid,KB8Y
PA221Q0330-J1CHH22NXF2-KB8YY00D,Lung,LungImg,valid,KB8Y
PA221Q0332-J1CHH22NXF2-KB8YY00D,Lung,LungImg,valid,KB8Y
PA221Q0334-J1CHH22NXF2-KB8YY00D,Lung,LungImg,valid,KB8Y
PA221Q0336-J1CHH22NXF2-KB8YY00D,Lung,LungImg,valid,KB8Y
PA221Q0338-J1CHH22NXF2-KB8YY00D,Lung,LungImg,valid,KB8Y
PA221Q0342-J1CHH22NXF2-KB8YY00D,Lung,LungImg,valid,KB8Y
PA221Q0346-J1CHH22NXF2-KB8YY00D,Lung,LungImg,valid,KB8Y
PA221Q0348-J1CHH22GXF2-KB8YY00D,Lung,LungImg,valid,KB8Y
PA221Q0350-J1CHH22NXF2-KB8YY00D,Lung,LungImg,train,KB8Y
PA221Q0352-J1CHH22NXF2-KB8YY00D,Lung,LungImg,train,KB8Y
PA221Q0354-J1CHH22NXF2-KB8YY00D,Lung,LungImg,valid,KB8Y
PA221Q0356-J1CHH22KXF2-KB8YY00D,Lung,LungImg,valid,KB8Y
PA221Q0360-J1CHH22NXF2-KB8YY00D,Lung,LungImg,valid,KB8Y
PA221Q0362-J1CHH22NXF2-KB8YY00D,Lung,LungImg,train,KB8Y
PA221Q0365-J1CHH22KXF2-KB8YY00D,Lung,LungImg,valid,KB8Y
PA221Q0369-J1CHH22NXF2-KB8YY00D,Lung,LungImg,valid,KB8Y
PA221Q0371-J1CHH22NXF2-KB8YY00D,Lung,LungImg,valid,KB8Y
PA221Q0373-J1CHH22KXF2-KB8YY00D,Lung,LungImg,valid,KB8Y
PA221Q0375-J1CHH22NXF2-KB8YY00D,Lung,LungImg,valid,KB8Y
PA221Q0377-J1CHH22KXF2-KB8YY00D,Lung,LungImg,valid,KB8Y
PA221Q0379-J1CHH22KXF2-KB8YY00D,Lung,LungImg,valid,KB8Y
PA221Q0381-J1CHH22GXF2-KB8YY00D,Lung,LungImg,valid,KB8Y
PA221Q0383-J1CHH22NXF2-KB8YY00D,Lung,LungImg,valid,KB8Y
PA221Q0385-J1CHH22KXF2-KB8YY00D,Lung,LungImg,valid,KB8Y
PA221Q0387-J1CHH22KXF2-KB8YY00D,Lung,LungImg,valid,KB8Y
PA221Q0389-J1CHH22NXF2-KB8YY00D,Lung,LungImg,valid,KB8Y
PA221Q0391-J1CHH22NXF2-KB8YY00D,Lung,LungImg,valid,KB8Y
PA221Q0393-J1CHH22NXF2-KB8YY00D,Lung,LungImg,valid,KB8Y
PA221Q0395-J1CHH22NXF2-KB8YY00D,Lung,LungImg,valid,KB8Y
PA221Q0405-J1CHH22NXF2-KB8YY00D,Lung,LungImg,valid,KB8Y
PA221Q0407-J1CHH22NXF2-KB8YY00D,Lung,LungImg,valid,KB8Y
PA221Q0411-J1CHH22NXF2-KB8YY00D,Lung,LungImg,valid,KB8Y
PA221Q0415-J1CHH22KXF2-KB8YY00D,Lung,LungImg,valid,KB8Y
PA221Q0417-J1CHH22NXF2-KB8YY00D,Lung,LungImg,valid,KB8Y
PA221Q0423-J1CHH22NXF2-KB8YY00D,Lung,LungImg,train,KB8Y
PA221Q0425-J1CHH22KXF2-KB8YY00D,Lung,LungImg,valid,KB8Y
PA221Q0427-J1CHH22NXF2-KB8YY00D,Lung,LungImg,valid,KB8Y
PA221Q0431-J1CHH22GXF2-KB8YY00D,Lung,LungImg,train,KB8Y
PA221Q0437-J1CHH22NXF2-KB8YY00D,Lung,LungImg,valid,KB8Y
PA221Q0464-J1CHH22GXF2-KBA6Y00D,Lung,LungImg,valid,KBA6
PA221Q0519-C7CHH22GXF2-KZ41,Lymphoma,Blood,valid,KZ41
PA221Q0610-C7CHH22KXF2-KZ41,Lymphoma,Blood,train,KZ41
PA221Q0618-J1CHH22NXF2-KB8YY00D,Lung,LungImg,valid,KB8Y
PA221Q0620-J1CHH22NXF2-KB8YY00D,Lung,LungImg,valid,KB8Y
PA221Q0626-J1CHH22NXF2-KB8YY00D,Lung,LungImg,valid,KB8Y
PA221Q0630-J1CHH22NXF2-KB8YY00D,Lung,LungImg,valid,KB8Y
PA221Q0632-J1CHH22NXF2-KB8YY00D,Lung,LungImg,train,KB8Y
PA221Q0634-J1CHH22NXF2-KB8YY00D,Lung,LungImg,valid,KB8Y
PA221Q0636-J1CHH22NXF2-KB8YY00D,Lung,LungImg,valid,KB8Y
PA221Q0642-J1CHH22NXF2-KB8YY00D,Lung,LungImg,valid,KB8Y
PA221Q0644-J1CHH22NXF2-KB8YY00D,Lung,LungImg,valid,KB8Y
PA221Q0646-J1CHH22NXF2-KB8YY00D,Lung,LungImg,valid,KB8Y
PA221Q0650-J1CHH22NXF2-KB8YY00D,Lung,LungImg,valid,KB8Y
PA221Q0652-J1CHH22NXF2-KB8YY00D,Lung,LungImg,valid,KB8Y
PA221Q0656-J1CHH22NXF2-KB8YY00D,Lung,LungImg,valid,KB8Y
PA221Q0658-J1CHH22NXF2-KB8YY00D,Lung,LungImg,valid,KB8Y
PA221Q0660-J1CHH22NXF2-KB8YY00D,Lung,LungImg,valid,KB8Y
PA221Q0662-J1CHH22NXF2-KB8YY00D,Lung,LungImg,valid,KB8Y
PA221Q0670-J1CHH22NXF2-KB8YY00D,Lung,LungImg,valid,KB8Y
PA221Q0672-J1CHH22NXF2-KB8YY00D,Lung,LungImg,valid,KB8Y
PA221Q0674-J1CHH22NXF2-KB8YY00D,Lung,LungImg,valid,KB8Y
PA221Q0678-J1CHH22NXF2-KB8YY00D,Lung,LungImg,valid,KB8Y
PA221Q0680-J1CHH22NXF2-KB8YY00D,Lung,LungImg,valid,KB8Y
PA221Q0682-J1CHH22NXF2-KB8YY00D,Lung,LungImg,valid,KB8Y
PA221Q0688-J1CHH22NXF2-KB8YY00D,Lung,LungImg,valid,KB8Y
PA221Q0690-J1CHH22NXF2-KB8YY00D,Lung,LungImg,valid,KB8Y
PA221Q0692-J1CHH22NXF2-KB8YY00D,Lung,LungImg,valid,KB8Y
PA221R0237-J1CHH22GXF2-KBA6Y00D,Lung,LungImg,train,KBA6
PA221R0281-J1CHH22GXF2-KBA5Y00D,Lung,LungImg,valid,KBA5
PA221R0283-J1CHH22NXF2-KBA5Y00D,Lung,LungImg,valid,KBA5
PA221R0285-J1CHH22NXF2-KBA5Y00D,Lung,LungImg,valid,KBA5
PA221R0287-J1CHH22NXF2-KBA5Y00D,Lung,LungImg,train,KBA5
PA221R0301-J1CHH22NXF2-KBA5Y00D,Lung,LungImg,valid,KBA5
PA221R0311-J1CHH22NXF2-KBA5Y00D,Lung,LungImg,valid,KBA5
PA221R0313-J1CHH22NXF2-KBA5Y00D,Lung,LungImg,valid,KBA5
PA221R0315-J1CHH22KXF2-KBA5Y00D,Lung,LungImg,valid,KBA5
PA221R0317-J1CHH22KXF2-KBA5Y00D,Lung,LungImg,valid,KBA5
PA221R0319-J1CHH22NXF2-KBA5Y00D,Lung,LungImg,valid,KBA5
PA221R0321-J1CHH22KXF2-KBA5Y00D,Lung,LungImg,valid,KBA5
PA221R0323-J1CHH22NXF2-KBA5Y00D,Lung,LungImg,valid,KBA5
PA221R0325-J1CHH22NXF2-KBA5Y00D,Lung,LungImg,valid,KBA5
PA221R0331-J1CHH22NXF2-KBA5Y00D,Lung,LungImg,valid,KBA5
PA221R0337-J1CHH22KXF2-KBA5Y00D,Lung,LungImg,valid,KBA5
PA221R0341-J1CHH22KXF2-KBA5Y00D,Lung,LungImg,valid,KBA5
PA221R0343-J1CHH22NXF2-KBA5Y00D,Lung,LungImg,train,KBA5
PA221R0345-J1CHH22NXF2-KBA5Y00D,Lung,LungImg,train,KBA5
PA221R0386-J1CHH22GXF2-KB8YY00D,Lung,LungImg,train,KB8Y
PA221R0388-J1CHH22KXF2-KB8YY00D,Lung,LungImg,valid,KB8Y
PA221R0390-J1CHH22KXF2-KB8YY00D,Lung,LungImg,valid,KB8Y
PA221R0392-J1CHH22NXF2-KB8YY00D,Lung,LungImg,valid,KB8Y
PA221R0396-J1CHH22KXF2-KB8YY00D,Lung,LungImg,train,KB8Y
PA221R0398-J1CHH22GXF2-KB8YY00D,Lung,LungImg,valid,KB8Y
PA221R0400-J1CHH22KXF2-KB8YY00D,Lung,LungImg,valid,KB8Y
PA221R0404-J1CHH22GXF2-KB8YY00D,Lung,LungImg,valid,KB8Y
PA221R0406-J1CHH22NXF2-KB8YY00D,Lung,LungImg,valid,KB8Y
PA221R0410-J1CHH22NXF2-KB8YY00D,Lung,LungImg,valid,KB8Y
PA221R0412-J1CHH22NXF2-KB8YY00D,Lung,LungImg,valid,KB8Y
PA221R0414-J1CHH22NXF2-KB8YY00D,Lung,LungImg,valid,KB8Y
PA221R0420-J1CHH22NXF2-KB8YY00D,Liver_Biliary,Abdominal,train,KB8Y
PA221R0422-J1CHH22NXF2-KB8YY00D,Lung,LungImg,valid,KB8Y
PA221R0424-J1CHH22NXF2-KB8YY00D,Lung,LungImg,train,KB8Y
PA221R0428-J1CHH22NXF2-KB8YY00D,Lung,LungImg,train,KB8Y
PA221R0430-J1CHH22NXF2-KB8YY00D,Lung,LungImg,valid,KB8Y
PA221R0432-J1CHH22NXF2-KB8YY00D,Lung,LungImg,valid,KB8Y
PA221R0434-J1CHH22NXF2-KB8YY00D,Lung,LungImg,valid,KB8Y
PA221R0438-J1CHH22NXF2-KB8YY00D,Lung,LungImg,valid,KB8Y
PA221R0442-J1CHH22NXF2-KB8YY00D,Lung,LungImg,valid,KB8Y
PA221R0514-J1CHH22GXF2-KBA6Y00D,Lung,LungImg,valid,KBA6
PA221R0515-J1CHH22GXF2-KBA6Y00D,Lung,LungImg,valid,KBA6
PA221R0523-J1CHH22GXF2-KBA6Y00D,Lung,LungImg,valid,KBA6
PA221R0589-J1CHH22NXF2-KB8YY00D,Lung,LungImg,train,KB8Y
PA221R0593-J1CHH22NXF2-KB8YY00D,Lung,LungImg,valid,KB8Y
PA221R0595-J1CHH22NXF2-KB8YY00D,Lung,LungImg,valid,KB8Y
PA221R0597-J1CHH22NXF2-KB8YY00D,Lung,LungImg,valid,KB8Y
PA221R0599-J1CHH22KXF2-KBA5Y00D,Lung,LungImg,valid,KBA5
PA221R0605-J1CHH22KXF2-KBA5Y00D,Lung,LungImg,valid,KBA5
PA221R0607-J1CHH22NXF2-KBA5Y00D,Lung,LungImg,valid,KBA5
PA221R0617-J1CHH22NXF2-KBA5Y00D,Lung,LungImg,valid,KBA5
PA221R0623-J1CHH22KXF2-KBA5Y00D,Lung,LungImg,valid,KBA5
PA221R0625-J1CHH22KXF2-KBA5Y00D,Lung,LungImg,valid,KBA5
PA221R0629-J1CHH22KXF2-KBA5Y00D,Lung,LungImg,valid,KBA5
PA221R0635-J1CHH22KXF2-KBA5Y00D,Lung,LungImg,train,KBA5
PA221R0637-J1CHH22KXF2-KBA5Y00D,Lung,LungImg,valid,KBA5
PA221R0639-J1CHH22KXF2-KBA5Y00D,Lung,LungImg,valid,KBA5
PA221R0643-J1CHH22KXF2-KBA5Y00D,Lung,LungImg,train,KBA5
PA221R0645-J1CHH22KXF2-KBA5Y00D,Lung,LungImg,valid,KBA5
PA221R0647-J1CHH22KXF2-KBA5Y00D,Lung,LungImg,valid,KBA5
PA221R0649-J1CHH22KXF2-KBA5Y00D,Lung,LungImg,valid,KBA5
PA221R0651-J1CHH22NXF2-KBA5Y00D,Lung,LungImg,valid,KBA5
PA221R0653-J1CHH22KXF2-KBA5Y00D,Lung,LungImg,valid,KBA5
PA221R0657-J1CHH22KXF2-KBA5Y00D,Lung,LungImg,valid,KBA5
PA221R0659-J1CHH22KXF2-KBA5Y00D,Lung,LungImg,valid,KBA5
PA221R0661-J1CHH22KXF2-KBA5Y00D,Lung,LungImg,valid,KBA5
PA221R0663-J1CHH22KXF2-KBA5Y00D,Lung,LungImg,valid,KBA5
PA221R0665-J1CHH22NXF2-KBA5Y00D,Lung,LungImg,train,KBA5
PA221R0667-J1CHH22KXF2-KBA5Y00D,Lung,LungImg,valid,KBA5
PA221R0669-J1CHH22NXF2-KBA5Y00D,Lung,LungImg,valid,KBA5
PA221R0671-J1CHH22KXF2-KBA5Y00D,Lung,LungImg,train,KBA5
PA221R0675-J1CHH22KXF2-KBA5Y00D,Lung,LungImg,valid,KBA5
PA221R0677-J1CHH22KXF2-KBA5Y00D,Lung,LungImg,train,KBA5
PA221R0679-J1CHH22KXF2-KBA5Y00D,Lung,LungImg,valid,KBA5
PA221R0681-J1CHH22GXF2-KBA5Y00D,Lung,LungImg,valid,KBA5
PA221R0683-J1CHH22GXF2-KBA5Y00D,Lung,LungImg,valid,KBA5
PA221R0685-J1CHH22KXF2-KBA5Y00D,Lung,LungImg,valid,KBA5
PA221R0691-J1CHH22NXF2-KB8YY00D,Lung,LungImg,valid,KB8Y
PA221R0693-J1CHH22GXF2-KB8YY00D,Lung,LungImg,valid,KB8Y
PA221R0695-J1CHH22NXF2-KB8YY00D,Lung,LungImg,valid,KB8Y
PA221R0700-J1CHH22KXF2-KBA5Y00D,Lung,LungImg,valid,KBA5
PA221R0704-J1CHH22NXF2-KBA5Y00D,Lung,LungImg,valid,KBA5
PA221R0706-J1CHH22KXF2-KBA5Y00D,Lung,LungImg,valid,KBA5
PA221R0708-J1CHH22KXF2-KBA5Y00D,Lung,LungImg,train,KBA5
PA221R0710-J1CHH22NXF2-KBA5Y00D,Lung,LungImg,valid,KBA5
PA221R0712-J1CHH22KXF2-KBA5Y00D,Lung,LungImg,valid,KBA5
PA221R0714-J1CHH22KXF2-KBA5Y00D,Lung,LungImg,train,KBA5
PA221R0716-J1CHH22KXF2-KBA5Y00D,Lung,LungImg,valid,KBA5
PA221R0718-J1CHH22KXF2-KBA5Y00D,Lung,LungImg,train,KBA5
PA221R0720-J1CHH22KXF2-KBA5Y00D,Lung,LungImg,valid,KBA5
PA221R0722-J1CHH22KXF2-KBA5Y00D,Lung,LungImg,valid,KBA5
PA221R0724-J1CHH22KXF2-KBA5Y00D,Lung,LungImg,valid,KBA5
PA221R0726-J1CHH22KXF2-KBA5Y00D,Lung,LungImg,train,KBA5
PA221R0732-J1CHH22KXF2-KBA5Y00D,Lung,LungImg,valid,KBA5
PA221R0734-J1CHH22KXF2-KBA5Y00D,Colorectal,Endoscopy,valid,KBA5
PA221R0736-J1CHH22NXF2-KBA5Y00D,Lung,LungImg,train,KBA5
PA221R0738-J1CHH22KXF2-KBA5Y00D,Lung,LungImg,valid,KBA5
PA221R0742-J1CHH22GXF2-KBA5Y00D,Lung,LungImg,valid,KBA5
PA221R0744-J1CHH22KXF2-KBA5Y00D,Lung,LungImg,valid,KBA5
PA221R0746-J1CHH22KXF2-KBA5Y00D,Lung,LungImg,valid,KBA5
PA221R0748-J1CHH22KXF2-KBA5Y00D,Lung,LungImg,valid,KBA5
PA221R0752-J1CHH22KXF2-KBA5Y00D,Lung,LungImg,valid,KBA5
PA221R0754-J1CHH22KXF2-KBA5Y00D,Lung,LungImg,valid,KBA5
PA221R0758-J1CHH22KXF2-KBA5Y00D,Lung,LungImg,valid,KBA5
PA221R0760-J1CHH22KXF2-KBA5Y00D,Lung,LungImg,valid,KBA5
PA221R0762-J1CHH22NXF2-KB8YY00D,Lung,LungImg,valid,KB8Y
PA221R0764-J1CHH22NXF2-KB8YY00D,Lung,LungImg,valid,KB8Y
PA221R0766-J1CHH22NXF2-KB8YY00D,Lung,LungImg,valid,KB8Y
PA221R0770-J1CHH22NXF2-KB8YY00D,Lung,LungImg,valid,KB8Y
PA221R0772-J1CHH22NXF2-KB8YY00D,Lung,LungImg,valid,KB8Y
PA221R0774-J1CHH22NXF2-KB8YY00D,Lung,LungImg,valid,KB8Y
PA221R0778-J1CHH22NXF2-KB8YY00D,Lung,LungImg,valid,KB8Y
PA221R0780-J1CHH22NXF2-KB8YY00D,Lung,LungImg,valid,KB8Y
PA221R0782-J1CHH22NXF2-KB8YY00D,Lung,LungImg,valid,KB8Y
PA221R0784-J1CHH22NXF2-KB8YY00D,Lung,LungImg,valid,KB8Y
PA221R0786-J1CHH22NXF2-KB8YY00D,Lung,LungImg,valid,KB8Y
PA221R0788-J1CHH22NXF2-KB8YY00D,Lung,LungImg,valid,KB8Y
PA221R0790-J1CHH22NXF2-KB8YY00D,Lung,LungImg,valid,KB8Y
PA221R0792-J1CHH22NXF2-KB8YY00D,Lung,LungImg,valid,KB8Y
PA221R0794-J1CHH22NXF2-KB8YY00D,Lung,LungImg,valid,KB8Y
PA221R0797-K1CHH22GXF2-KB3VY00D,Colorectal,Endoscopy,valid,KB3V
PA221R0907-J1CHH22GXF2-KBA6Y00D,Lung,LungImg,valid,KBA6
PA221R0953-J1CHH22GXF2-KBA6Y00D,Lung,LungImg,valid,KBA6
PA221R0959-J1CHH22NXF2-KBA6Y00D,Lung,LungImg,valid,KBA6
PA221R0961-J1CHH22NXF2-KBA6Y00D,Lung,LungImg,valid,KBA6
PA221R0965-J1CHH22GPF2-KBA6Y00D,Lung,LungImg,valid,KBA6
PA221R0969-J1CHH22GXF2-KBA6Y00D,Lung,LungImg,train,KBA6
PA221R0971-J1CHH22NXF2-KBA6Y00D,Lung,LungImg,valid,KBA6
PA221R0973-J1CHH22GXF2-KBA6Y00D,Lung,LungImg,valid,KBA6
PA221R0975-J1CHH22NXFX-KBA6Y00D,Lung,LungImg,train,KBA6
PA221R0979-J1CHH22GXF2-KBA6Y00D,Lung,LungImg,valid,KBA6
PA221R0983-J1CHH22KXF2-KBA6Y00D,Lung,LungImg,train,KBA6
PA221R0991-J1CHH22GXF2-KBA6Y00D,Lung,LungImg,valid,KBA6
PA221R1003-J1CHH22KXF2-KBA5Y00D,Lung,LungImg,valid,KBA5
PA221R1007-J1CHH22KXF2-KBA5Y00D,Lung,LungImg,valid,KBA5
PA221R1013-J1CHH22KXF2-KBA5Y00D,Lung,LungImg,valid,KBA5
PA221R1015-J1CHH22KXF2-KBA5Y00D,Lung,LungImg,valid,KBA5
PA221R1019-J1CHH22KXF2-KBA5Y00D,Lung,LungImg,valid,KBA5
PA221R1021-J1CHH22KXF2-KBA5Y00D,Lung,LungImg,valid,KBA5
PA221R1025-J1CHH22KXF2-KBA5Y00D,Lung,LungImg,valid,KBA5
PA221R1029-J1CHH22KXF2-KBA5Y00D,Lung,LungImg,train,KBA5
PA221R1031-J1CHH22KXF2-KBA5Y00D,Lung,LungImg,valid,KBA5
PA221R1033-J1CHH22KXF2-KBA5Y00D,Lung,LungImg,train,KBA5
PA221R1037-J1CHH22KXF2-KBA5Y00D,Lung,LungImg,valid,KBA5
PA221R1039-J1CHH22KXF2-KBA5Y00D,Lung,LungImg,valid,KBA5
PA221R1041-J1CHH22KXF2-KBA5Y00D,Lung,LungImg,valid,KBA5
PA221R1045-J1CHH22KXF2-KBA5Y00D,Lung,LungImg,valid,KBA5
PA221R1047-J1CHH22KXF2-KBA5Y00D,Lung,LungImg,valid,KBA5
PA221R1049-J1CHH22KXF2-KBA5Y00D,Lung,LungImg,valid,KBA5
PA221R1051-J1CHH22NXF2-KBA5Y00D,Lung,LungImg,valid,KBA5
PA221R1057-J1CHH22KXF2-KBA5Y00D,Lung,LungImg,valid,KBA5
PA221R1059-J1CHH22KXF2-KBA5Y00D,Lung,LungImg,valid,KBA5
PA221R1061-J1CHH22KXF2-KBA5Y00D,Lung,LungImg,valid,KBA5
PA221R1063-J1CHH22KXF2-KBA5Y00D,Lung,LungImg,valid,KBA5
PA221R1066-J1CHH22KXF2-KBA5Y00D,Lung,LungImg,valid,KBA5
PA221R1067-J1CHH22KXF2-KBA5Y00D,Lung,LungImg,valid,KBA5
PA221R1069-J1CHH22KXF2-KBA5Y00D,Lung,LungImg,valid,KBA5
PA221R1107-J1CHH22NXF2-KBA5Y00D,Lung,LungImg,train,KBA5
PA221R1113-J1CHH22KXF2-KBA5Y00D,Lung,LungImg,valid,KBA5
PA221R1121-J1CHH22KXF2-KBA5Y00D,Lung,LungImg,valid,KBA5
PA221R1125-J1CHH22KXF2-KBA5Y00D,Lung,LungImg,valid,KBA5
PA221R1127-J1CHH22KXF2-KBA5Y00D,Lung,LungImg,valid,KBA5
PA221R1137-J1CHH22KXF2-KBA5Y00D,Lung,LungImg,valid,KBA5
PA221R1141-J1CHH22KXF2-KBA5Y00D,Lung,LungImg,train,KBA5
PA221R1143-J1CHH22KXF2-KBA5Y00D,Lung,LungImg,valid,KBA5
PA221R1153-J1CHH22NXF2-KBA5Y00D,Lung,LungImg,valid,KBA5
PA221R1159-J1CHH22KXF2-KBA5Y00D,Lung,LungImg,valid,KBA5
PA221R1161-J1CHH22KXF2-KBA5Y00D,Lung,LungImg,valid,KBA5
PA221R1165-J1CHH22KXF2-KBA5Y00D,Lung,LungImg,valid,KBA5
PA221R1167-J1CHH22KXF2-KBA5Y00D,Lung,LungImg,valid,KBA5
PA221R1171-J1CHH22KXF2-KBA5Y00D,Lung,LungImg,valid,KBA5
PA221R1175-J1CHH22KXF2-KBA5Y00D,Lung,LungImg,valid,KBA5
PA221R1179-J1CHH22KXF2-KBA5Y00D,Lung,LungImg,valid,KBA5
PA221R1198-J1CHH22GXF2-KBA6Y00D,Lung,LungImg,valid,KBA6
